"Acidificação aquática,Categoria de impacto contemplada por LCA.,""“…land use, aquatic acidification, or other substances toxic to humans…”  """;;;;;;;
Degradação da camada de ozono,Indicador de LCIA usado para medir impacto ambiental.,“impact categories … degree of ozone layer depletion…”  ;;;;;;;
"Ecotoxicidade,Categoria de LCIA para avaliar toxicidade sobre ecossistemas.,""“…impact categories … ecotoxicity, human toxicity, climate change…”  """;;;;;;;
Toxicidade humana,Categoria de LCIA para medir efeitos sobre a saúde humana.,“…impact categories … human toxicity…”  ;;;;;;;
Contribuição para mudança climática,Categoria de LCIA; avalia emissões que aquecem o clima.,“…impact categories … climate change”  ;;;;;;
Consumo de recursos (resource usage),Usado em simulação para estimar insumos necessários ao processo.,“…performance report … provides … resource usage of the current process design”  ;;;;;;;
"Custo do processo (financeiro),Dimensão clássica de desempenho a ser otimizada em BPM.,""“re-design objectives commonly include improvement of process performance among the dimensions of time, cost, quality, and flexibility”  """;;;;;;;
Tempo / Throughput time,Medidor de rapidez do processo;" obtido por simulação ou logs.,""“…probable throughput time, process costs and resource usage…”  """;;;;;;
"Qualidade,Dimensão tradicional de desempenho considerada em re-design.,""“…dimensions of time, cost, quality, and flexibility”  """;;;;;;;
"Flexibilidade,Outra dimensão clássica de avaliação de processos.,""“…time, cost, quality, and flexibility”  """;;;;;;;
"Score único agregado de LCA,Resultado ponderado/normalizado que expressa o impacto ambiental total em unidade sem dimensão.,""“…aggregate them into a single score, expressing in a unit-less manner the overall environmental impact of the considered system.”  """;;;;;;;
Environmental Activity Instance Cost,Custo ambiental de uma execução individual de atividade;" calculado pela soma dos custos dos drivers concretos.,""“For each instance, the environmental cost can be calculated … activity_instance_cost (a,Q)= Σ cost(q)”  """;;;;;;
Environmental Process Instance Cost,Custo ambiental de uma instância completa do processo;" soma dos custos das atividades da instância.,""“process_instance_cost (t)= Σ activity_instance_cost (a,Q)”  """;;;;;;
"Average Environmental Activity Cost,Média do custo ambiental de uma atividade ao longo de todas as instâncias do processo.,""“the average environmental cost of a specific activity across all process instances can be calculated … average_activity_cost(a,T)= …”  """;;;;;;;
Average Environmental Process Instance Cost,Média do custo ambiental por instância de processo; usada para comparar cenários.,“Average Environmental Process Instance Cost 7.00×10⁻⁴ … 3.48×10⁻⁴ … 2.44×10⁻⁴”  ;;;;;;
Percentual de redução de impacto,Métrica derivada usada para comparar cenários de re-design quanto à diminuição do impacto.,“would incur an overall impact reduction of 50.18 %. … would reduce the environmental impact by 65.08 % per process instance”;;;;;;;
Wang et al. 2008 - Petri Net Based Business Process Simulation and Analysis Technology.pdf;;;;;;;
Metric,Como é usado no texto,Evidência no texto  ;;;;;;;
FT (Finishing Time),Tempo total para finalizar um caso; componente principal da equação de desempenho externa,“FT (Finishing Time)… The relationship among them is given below: FT = WT + PT”  ;;;;;;
WT (Waiting Time),Tempo de espera dentro do fluxo; somado ao PT resulta em FT,“WT (Waiting Time)… FT = WT + PT”  ;;;;;;
PT (Processing Time),Tempo efetivo de processamento do caso; somado a WT resulta em FT,“PT (Processing Time)… FT = WT + PT”  ;;;;;;
Yousfi et al. 2016 - Variability patterns for business processes in BPMN.pdf;;;;;;;
"Timeliness (Pontualidade);""Apontada como uma das métricas de desempenho que se pretende otimizar quando se aplicam processos de negócio e variabilidade"";""These components contribute greatly to the optimization of important performance metrics such as timeliness,"" effectiveness and correctness.""""  """;;;;;;;
"Effectiveness (Efetividade);""Identificada como métrica-alvo de otimização pela adoção de processos de negócio"";""These components contribute greatly to the optimization of important performance metrics such as timeliness,"" effectiveness and correctness.""""  """;;;;;;;
"Correctness (Correção);""Métrica citada que se busca melhorar através de processos de negócio bem modelados"";""These components contribute greatly to the optimization of important performance metrics such as timeliness,"" effectiveness and correctness.""""  """;;;;;;;
Ding et al. 2007 - IBM supply-chain network optimization workbench - an integrated optimization and simulation tool for supply chain design.pdf;;;;;;;
Medidor de performance,Como é usado no texto,Evidência no texto  ;;;;;;;
Supply chain cost,Usado como KPI principal nos relatórios de simulação e como objetivo a ser minimizado.,“Simulation report is generated after simulation runs with statistics information on KPIs like supply chain cost…” e “The objective is to minimize the total supply chain cost…”  ;;;;;;;
"Total cost,Meta de otimização global que agrega vários custos parciais.,""“The objective is to minimize the total supply chain cost, with respect to a variety of constraints.”  """;;;;;;;
Procurement cost,Componente do custo total;" mensura gastos com compras.,""“…the total cost function is composed of procurement cost, transportation cost…”  """;;;;;;
Transportation cost,Componente do custo total;" mensura gastos de transporte.,""“…the total cost function is composed of procurement cost, transportation cost, assembly cost…”  """;;;;;;
Assembly cost,Componente do custo total;" mede o custo de montagem.,""“…the total cost function is composed of … assembly cost, operation cost…”  """;;;;;;
Operation cost,Componente do custo total; refere-se às operações internas.,“…the total cost function is composed of … operation cost…”  ;;;;;;
Facility fixed cost,Componente do custo total; custos fixos de instalação.,“…the total cost function is composed of … facility fixed cost…”  ;;;;;;
Facility investment cost,Componente do custo total; investimentos de capital em instalações.,“…the total cost function is composed of … facility investment cost…”  ;;;;;;
Inventory carrying cost,Componente do custo total; mede o custo de manter estoque.,“…the total cost function is composed of … inventory carrying cost…”  ;;;;;;
Tax,Componente do custo total; tributos incidentes na cadeia.,“…the total cost function is composed of … tax.”  ;;;;;;
"Order fill-rate,KPI de atendimento de pedidos avaliado na simulação.,""“…statistics information on KPIs like supply chain cost, order fill-rate, stock out rate…”  """;;;;;;;
Stock out rate,KPI que mede rupturas de estoque; avaliado na simulação.,“…statistics information on KPIs like … stock out rate…”  ;;;;;;
"Customer service (nível de serviço),""Citado como aspecto fundamental a ser analisado em pesquisa e, implicitamente, métrica de desempenho."",“They also claimed that customer service and client requests will remain as the most fundamental aspects for research.”";;;;;;;
Loos et al. 2011 - Green IT - A Matter of Business and Information Systems Engineering.pdf;;;;;;;
Medidor de Performance,Como é usado no texto,Evidência (trecho literal ou traduzida);;;;;;;
Consumo de energia (Energy consumption),Avaliar quanto de energia a TI ou um datacenter utiliza; base para metas de redução e para calcular ganhos de eficiência,“…strong increase of energy consumption caused by information technologies…”; “energy consumption of governmental IT operations … reduce … by 40 % by 2013”;;;;;
Emissão de CO₂ / Pegada de Carbono (Carbon footprint),Indicador-chave para medir impacto ambiental da TI e de processos de negócio,“CO₂ emission (carbon footprint) is used as a parameter to measure if information technology is applied in a sustainable manner”;;;;;;;
Potência de processamento (Processing power),Avaliar quanta energia é convertida em computação útil; métrica para mostrar baixa eficiência dos servidores,“Only a small percentage of the energy is transformed into processing power”;;;;;;
Taxa de utilização de capacidade / utilização de servidores,Medir porcentagem de ocupação dos servidores; base para decidir consolidação e shutdown,“…only about 20 % of the active servers on average. Their energy consumption is not reduced in proportion to their workload”;;;;;;
Eficiência energética (Energy efficiency),Razão entre energia útil e energia total; usada para comparar cenários e justificar práticas Green IT,“The energy efficiency of IT is one of the three challenges of the IT industry”;;;;;;
Energia salva / Percentual de economia,Resultado esperado de técnicas de gestão de carga e consolidação,“…dynamic adaptive load management can obtain energy savings of 20 % to 40 %… ; …across data centers provides additional savings of 5 % to 10 %”;;;;;;
Eficiência da cadeia energética do datacenter,Percentual da energia primária que chega efetivamente ao processador; evidencia perdas,“the efficiency of the chain from primary energy … to the data center is only about 33 %”;;;;;;
Participação de energia renovável,Usada como meta de sustentabilidade em smart grids e relatórios corporativos,“…introduction of the smart grid to increase the share of renewable energy…” ; “renewable energy consumption” (ex. de KPI SAP 2010);;;;;;
Economia de material (Material savings),Indicador de redução de insumos físicos obtida via substituição por produtos/serviços virtuais,“The main goals of green IT are energy and material savings as well as simultaneously increased efficiency”;;;;;;;
Custos (Cost),Elemento tradicional do ‘devil’s quadrangle’ ampliado para o pentágono sustentável;" métrica de desempenho de processos,""“time, cost, quality, or flexibility – the so-called ‘devil’s quadrangle’ … extended … including sustainability as an important fifth dimension”""";;;;;;
Tempo (Time),Métrica de desempenho de processos dentro do quadrante clássico de BPM,idem acima;;;;;;;
Qualidade (Quality),Métrica de desempenho de processos no quadrante clássico,idem acima;;;;;;;
Flexibilidade (Flexibility),Métrica de desempenho de processos no quadrante clássico,idem acima;;;;;;;
"Consumo de papel (Paper consumption),Exemplo de KPI ecológico a ser monitorado em processos,""“exemplary ecological key performance indicators … carbon emissions, data center energy, or renewable energy consumption (e.g., SAP 2010)” and later “(e.g., eliminate paper production alongside a process)”""";;;;;;;
Tarifas de eletricidade (Electricity rates),Variável usada para decidir migração de carga entre datacenters visando menor custo/impacto,“…environmental conditions … such as climate or electricity rates… taken into account”;;;;;;;
Palmer and Caldwell 2011 - Improving computer-mediated information alignment in production organizations.pdf;;;;;;;
PerformanceMeasure,Usage_in_Text,Evidence_from_Text;;;;;;;
"Group task performance,Referenced as a key outcome that teams aim to improve and that is affected by information alignment and group dynamics.,""""""The prevalence of work teams in organizations highlights the need to understand the factors that influence group task performance (Whitney 1994).""""""";;;;;;;
Acceptable output to customers (team output),Defined as one formal way organizations judge performance;" used as a baseline for evaluating team success.,""""""Sundstrom et al. (1990) define performance measures as the acceptable output to customers within or outside the organization who receive team products, services, information, decisions, or performance events...""""""";;;;;;
"Effectiveness,Used as a derivative/secondary metric that tracks progress toward goals and performance measures.,""""""These goals are identified as performance measures and the team’s progress toward that metric is called effectiveness. Effectiveness is defined as the capability of, or success in, achieving a given goal.""""""";;;;;;;
"Goal attainment,""Treated as a performance benchmark—if goals are met, performance is considered good."",""""""In pursuit of goal attainment, it is understood that group members should be motivated to improve their performance plans because ... more efficient work methods contribute to improved group performance (Weldon et al., 1991).""""""";;;;;;;
Productivity,General indicator of organizational or team performance;" often linked to information alignment and IT implementation.,""""""The author witnessed the difference in meeting contract deadlines and productivity during the transition to becoming paperless...""""";" """"To coordinate over time and distance, a technological intervention is required... overload in this case occurs when an email is not viewed or not viewed in time due to an excess in demands."""" (productivity loss example)""";;;;;
"Meeting contract deadlines,Specific schedule-based measure of production performance cited as being influenced by information systems alignment.,""""""The author witnessed the difference in meeting contract deadlines and productivity during the transition to becoming paperless...""""""";;;;;;;
"Vertical and lateral performance measures (Performance alignment),Describes aligning metrics across hierarchy and across functions to ensure consistent performance evaluation.,""""""Performance alignment is the vertical and lateral alignment of project, team, department, business segment, global sector, and organization performance measures.""""""";;;;;;;
"Scheduling alignment (resource sharing over time),Treated as a performance-related metric that looks at effective allocation of resources across time and units.,""""""Scheduling alignment is a lateral analysis of how resources are shared across units and over time.""""""";;;;;;;
Situation Awareness (SA),Proposed as a primary indicator of organizational performance;" poor SA equates to poor performance.,""""""Accurate measures of situation awareness (SA) should be primary indicators of organization performance, but many traditional measures of SA disrupt the flow of work (Gorman et al. 2007).""""""";;;;;;
"Team productivity (coordination space),Presented as an emergent metric arising from how well distributed teams coordinate information over time and distance.,""""""Fiore et al. (2003) discussed improved team productivity as a coordination space of team interaction over time and distance.""""""";;;;;;;
"Output performance measure / Organization output,Used in evaluation tables to correlate information alignment with tangible production results.,""""""The Information Evaluation table qualitatively evaluates each information artifact against the organization’s performance measures in addition to another table that evaluates the organization performance measures against the actual organization output productivity.""""""";;;;;;;
Monthly Output,Concrete numeric metric in the case study;" serves as the dependent variable representing production performance.,""""""The “Monthly Output” column corresponds to the Production Performance from the evaluation tables that follow the information overlap table.""""""";;;;;;
3M and P delays (Machine, Method, Material, People),Operational performance metric capturing categories of delays affecting a refurbishment line;" used in ANOVA example.,""""""The column “3M and P” was the indicator of the quantity of types of delays a rocket motor refurbishment line in a month. The column stands for machine, method, material, or people delays.""""""";;;;;;
"Variance of organization’s output,Statistical performance measure the model aims to predict based on information-alignment factors.,""""""Once the alignment analysis is complete ... The significant factors will provide a model that can predict some of the variance of an organization’s output affected by information alignment.""""""";;;;;;;
"Threshold of 'good' vs 'bad' information alignment,Conceptual performance boundary used to judge when alignment is sufficient to sustain desired organizational output.,""""""The future of information alignment research will be to determine the threshold of information alignment and how much of an organization’s output is affected within the levels of “good” and “bad” information alignment.""""""";;;;;;;
Kang et al. 2012 - A framework for measuring and managing value achievement in business processes.pdf;;;;;;;
Medidor,Como é utilizado no texto,Evidência literal do texto  ;;;;;;;
Current change request processing speed (PI/KPI),Indicador de performance usado para avaliar a ‘Timeliness of change request’. É calculado a partir de três métricas básicas e depois combinado por uma função de composição.,“The PI ‘Current change request processing speed’ can be transformed to one measure from the composition function after being measured by 3 metrics.”  ;;;;;;;
"Average cycle time – ACT (métrica),Uma das três métricas que alimentam o KPI ‘Current change request processing speed’.,""“the variables Timeliness of change request (CRT), Average cycle time (ACT), Standard deviation (SD), FaultRate, and PMSatisfaction are declared”  """;;;;;;;
"Standard deviation – SD (métrica),Segunda métrica que compõe o KPI ‘Current change request processing speed’.,""idem: “... Average cycle time (ACT), Standard deviation (SD), FaultRate ... are declared”  """;;;;;;;
"FaultRate (métrica),Terceira métrica que compõe o KPI ‘Current change request processing speed’.,""idem: “... Standard deviation (SD), FaultRate, and PMSatisfaction are declared”  """;;;;;;;
"PM-Satisfaction – PMSatisfaction (PI),Indicador obtido por julgamento subjectivo do gerente de projecto e usado na função de composição que produz o valor de Timeliness of change request.,""“in the case of PMSatisfaction, instead of being assigned to a subprocess, the project manager determines its value by a subjective evaluation.”  """;;;;;;;
"Timeliness of change request – CRT (Value/PI),""Valor composto que representa a ‘Timeliness of processing change request’. É calculado pela função CCRT a partir de ACT, SD, FaultRate e PMSatisfaction."",""“Finally, the measured value of Value T is determined by replacing these four values ... of the composition function CCRT.”  """;;;;;;;
"CRTAchievement (Indicador de realização),""Variável derivada que mede a distância entre os valores actuais e as metas (δ(Vi)) para cada métrica e, somando-as, mostra o grau de alcance do CRT."",“variable CRTAchievement for Value achievement of CRT is declared and its value is defined as shown in Fig. 10.”  ";;;;;;;
AccuracyOfDeliveryEstimate (KPI),Sub-valor de OnTimeDelivery; mede quão exacta é a data prometida (ATP) ao cliente.,“The subvalue OnTimeDelivery was subsequently broken down into subvalues AccuracyOfDeliveryEstimate and GuaranteedQuickDelivery. The KPIs ... AccuracyOfDeliveryEstimate can be calculated as shown in Fig. 15.”  ;;;;;;
GuaranteedQuickDelivery (KPI),Outro sub-valor de OnTimeDelivery; indica a percentagem de encomendas entregues antes ou na data garantida.,idem: “... subvalues AccuracyOfDeliveryEstimate and GuaranteedQuickDelivery. The KPIs GuaranteedQuickDelivery ...”  ;;;;;;
OnTimeDelivery (PI de alto nível),Sub-valor de CustomerSatisfaction. É composto pelos KPIs AccuracyOfDeliveryEstimate e GuaranteedQuickDelivery por meio da função C5.1.,“The composition function used was defined in Fig. 15 as C5.1.” / “We decomposed the Value CustomerSatisfaction into the subvalues OnTimeDelivery ...”  ;;;;;;;
"OnTimeCommunication (PI),""Outro sub-valor de CustomerSatisfaction";" associado à comunicação pontual com o cliente (nenhum KPI detalhado, mas tratado como indicador)."",“We decomposed the Value CustomerSatisfaction into the subvalues OnTimeDelivery ... and OnTimeCommunication.”  ";;;;;;
"ASN Adherence (métrica/PI operacional),Actividade de medição inserida no processo para recolher dados que alimentam o KPI GuaranteedQuickDelivery.,""“... re-define its business process with the two measuring and evaluating activities, i.e. Evaluate ASN Adherence and Evaluate ATP Date Adherence, which measure GuaranteedQuickDelivery ...”  """;;;;;;;
"ATP Date Adherence (métrica/PI operacional),Actividade de medição que avalia o cumprimento da data ATP e fornece dados para o KPI AccuracyOfDeliveryEstimate.,""idem: “... Evaluate ASN Adherence and Evaluate ATP Date Adherence, which measure GuaranteedQuickDelivery and AccuracyOfDeliveryEstim, respectively”  """;;;;;;;
CustomerSatisfaction (Value/PI de topo),Valor estratégico ligado à cadeia de processos; seu progresso é monitorizado através dos sub-valores OnTimeDelivery e OnTimeCommunication.,“We decomposed the Value CustomerSatisfaction into the subvalues OnTimeDelivery ... and OnTimeCommunication.”  ;;;;;;
CustomerBenefit (Value/PI),Valor estratégico adicional declarado pela organização; não detalhado mas citado como alvo de monitorização.,“A-Homeshopping has chosen CustomerSatisfaction and CustomerBenefit as business Values to pursue.”;;;;;;
Weigand and Van Den Heuvel 2007 - The Challenge of Self-adaptive Systems for E-commerce.pdf;;;;;;;
"Fault-tolerance,""Propriedade não-funcional incluída entre os critérios de otimização e, portanto, medidor de desempenho do sistema."","" """"“...non-functional properties such as performance"","" fault-tolerance and security.”""""  """;;;;;;;
Security,Usado como critério de qualidade que orienta a auto-adaptação;" serve de indicador de performance não-funcional.,"" """"“...properties such as performance"","" fault-tolerance and security.”""""  """;;;;;;
"Stability,""Listada como propriedade não-funcional-alvo de otimização e, assim, indicador a ser monitorado."","" """"“...when the system can be optimized in terms of non-functional properties such as performance"","" security and stability.”""""  """;;;;;;;
Corsi et al. 2011 - Is the polarization index a valid measure of loyalty for evaluating changes over time.pdf;;;;;;;
Measure,Type / Derivation,How it is used in the article,Evidence in the text (verbatim excerpts);;;;;;;
Market Share (MS),Basic behavioural/market‐level indicator,Used as a benchmark variable and explanatory factor for other loyalty measures;" variations in MS across two three-year periods are shown and contrasted with changes in loyalty indices.,""“products or brands with higher market share (MS) tend also to have a higher PF, a higher SCR and a higher r” ";" Table I reports MS for each attribute level in 2003-2005 and 2006-2008.""";;;;;
"Purchase Frequency (PF),Classical Brand Performance Measure (BPM),""Calculated for every attribute level (price, format, quality) in each period to show changes in buying intensity";" later compared with w to highlight possible bias over time."",“the purchase frequency (PF)… provide information on consumers’ behavioural loyalty levels” "; Table I columns ‘Purchase frequency (litres)’ list PF values for 2003-2005 and 2006-2008.;;;;;
Share of Category Requirements (SCR),Classical BPM,Computed for every attribute level; used to examine how much of a buyer’s total category volume is assigned to a specific level; compared across periods and against w.,“the share of category requirements (SCR)… provide information on consumers’ behavioural loyalty levels” ; Table I columns ‘SCR (%)’ show SCR for both periods.;;;;
Repeat Purchase Rate (r),Derived BPM (function of MS and w),Applied to each attribute level via Equation (3) to estimate the conditional probability of a repeat choice; trends contrasted with those of MS and w.,Formula (3) “r_i = MS_i + w 2 MS_i × w …” ; Table I columns ‘Repeat rate (%)’ present r for 2003-2005 and 2006-2008.;;;;;
Polarization Index (w),Independent loyalty metric,Core measure used to demonstrate unbiased detection of loyalty changes over time;" marginal w values (BBD) and the category benchmark (wc) are calculated for all attributes and compared across periods.,""“the polarization index (w) represents a valid loyalty measure for evaluating changes over time.” ";" “By comparison, w provides a valid and useful analysis of the ways in which loyalty evolves over time.”""";;;;;
Category Polarization Index (wc) (also called DMD value),Benchmark polarization for the whole category (derived from Dirichlet Multinomial Distribution),Serves as the reference loyalty level;" individual attribute-level w values are judged as showing ‘excess’ or ‘low’ loyalty relative to wc.,""“Before estimating all the marginal w, the benchmark value – also called category polarization index (wc) or DMD value – needs to be calculated.” ";" Table II column ‘DMD (wc)’ lists wc for each attribute in both periods.""";;;;;
Delgado-Santos et al. 2022 - A Survey of Privacy Vulnerabilities of Mobile Device Sensors.pdf;;;;;;;
Metric,Como é usado no texto,Evidência no texto  ;;;;;;;
"Accuracy,""Avaliar desempenho de classificadores (demografia, atividade, saúde etc.)"",""""""They achieved an accuracy of 96 % using the Random Forest (RF) method.""""  """;;;;;;;
AUROC (Area Under ROC),Mede qualidade de curvas ROC;" usado em biometria/saúde/mood,""""""...achieving an average Area Under the Receiver Operating Characteristic (AUROC) curve of over 99.0 %.""""  """;;;;;;
"Equal Error Rate (EER),Ponto de igualdade entre FAR e FRR para biometria/privacidade,""""""EERbefore ≈ 1 %   EERafter ≈ 28 %""""  """;;;;;;;
"Error Rate / ERR,Percentual de erros do classificador,""""""percentage error rate of 24.23 % for gender and 5.39 % for age.""""  """;;;;;;;
F1-score,Combina precisão e revocação;" usado para avaliar modelos após sanitização,""""""F1-score SA before = 72.58 %   F1-score SA after = 52.99 %""""  """;;;;;;
Kullback-Leibler distance / KL-Score,Distância entre distribuições;" empregado para comparar rotas/localização,""""""...obtaining a Kullback-Leibler distance of 0.00057 in the case of a taxi journey.""""  """;;;;;;
"Probability of Success,Probabilidade de quebra de privacidade ou ataque bem-sucedido,""""""0.45 % probability of success @ FAR = 10 %""""  """;;;;;;;
"False Acceptance Rate (FAR),Taxa de falsa aceitação em sistemas biométricos,""""""@ FAR = 10 %""""  """;;;;;;;
"Task Assignment Success Rate (TASR),Mede sucesso de alocação de tarefas em crowdsensing com DP,""""""TASR ≈ 80 %""""  """;;;;;;;
"Hiding Failure (HF),Porção de padrões sensíveis ainda visíveis após sanitização,""""""HF = 0/3 attribute disclosure""""  """;;;;;;;
"Correct Overall Classification Rate (COCR),Taxa global correta em reconhecimento facial após redução de atributos,""""""COCRbefore = 94.7 %   COCRafter = 64.7 %""""  """;;;;;;;
"Confidence Interval Width,Amplitude do intervalo usada como métrica de privacidade/precisão,""""""The confidence interval width indicates the amount of privacy...""""  """;;;;;;;
"Euclidean Distance (expected estimation error),Erro de estimação em privacidade de localização,""""""...by computing the expected distance between the true location and the estimated location using a distance metric, such as the Euclidean distance [155].""""  """;;;;;;;
"Size of Uncertainty Region,Área mínima onde o usuário pode estar sem ser identificado,""""""the size of the uncertainty region denotes the minimal size of the region to which it is possible to narrow down the position...""""  """;;;;;;;
"Coverage of Sensitive Region,Sobreposição entre regiões sensíveis e região de incerteza,""""""the coverage of sensitive region evaluates how a user’s sensitive regions overlap with the uncertainty region [56].""""  """;;;;;;;
"Maximum Tracking Time,Tempo máximo durante o qual o alvo pode ser seguido com êxito,""""""...by computing the maximum tracking time [148]""""  """;;;;;;;
"Mean Time to Confusion,Tempo médio até que o atacante perca o rastro do usuário,""""""...or the mean time to confusion [82].""""  """;;;;;;;
"Cross-Entropy,Mede similaridade entre distribuição estimada e real para privacidade,""""""the degree of privacy protection is quantified by cross-entropy ... of the estimated and the true data distribution""""  """;;;;;;;
"Cumulative Entropy,Entropia acumulativa usada em rotas para privacidade de localização,""""""A cumulative formulation of entropy was defined in [92] in the context of location privacy...""""  """;;;;;;;
Entropy,Incerteza de variáveis;" base para várias métricas de privacidade,""""""In the field of information theory, entropy describes the degree of uncertainty associated to the outcome of a random variable [154].""""  """;;;;;;
Mutual Information,Quantidade de informação comum entre variáveis;" menor valor = mais privacidade,""""""Mutual information ... provides a measure of the quantity of information common to two random variables...""""  """;;;;;;
"Conditional Privacy Loss,Perda de privacidade condicionada à informação liberada,""""""conditional privacy loss [22] ... considers the ratio between true data distribution and the amount of information provided...""""  """;;;;;;;
"Inherent Privacy,Métrica baseada em entropia contando possíveis saídas após adivinhações,""""""Inherent privacy represents another example of metric derived from the definition of entropy...""""  """;;;;;;;
"k-Anonymity,Garante que cada registro é indistinguível de pelo menos k-1 outros,""""""k-Anonymity is independent of the information extraction technique and it quantifies the degree of privacy ...""""  """;;;;;;;
"m-Invariance,Extensão de k-anonymity para múltiplas publicações do mesmo conjunto,""""""m-invariance modifies k-anonymity to allow for multiple, different releases of the same dataset.""""  """;;;;;;;
Kchaou et al. 2019 - Temporal, semantic and structural aspects-based transformation rules for refactoring BPMN model.pdf;;;;;;;
Activity Duration (AD);Tempo;Tempo necessário para executar uma actividade BPMN.;“(Lanz et al., 2016) define for instance the Activity Duration (AD) to determine the necessary time to perform an activity.”  ;;;;
Lead Time of the Activity;Tempo + Custo;Soma da duração da actividade e do tempo de espera;“(Kis et al., 2017) define the measure Lead Time of the Activity which is calculated as the sum of the duration of each activity and the wait time.”  ;;;;
Lopez et al. 2023 - Autonomous VOs management based on industry 4.0 - a systematic literature review.pdf;;;;;;;
Performance_Metric,Usage_in_Text,Evidence_from_Text;;;;;;;
"Critical Success Factors (KSF),Utilizado como indicador de desempenho de parceiros em redes de negócios colaborativas para medir o sucesso crítico de cada parceiro.,""“They focus on identifying indicators to measure the performance of partners in a collaborative business network, such as critical success factors (KSF)…”.""";;;;;;;
"Key Performance Factors (KPF),Indicador empregado para avaliar fatores chave de desempenho dos parceiros dentro da rede colaborativa.,""“…identifying indicators to measure the performance of partners in a collaborative business network, such as … key performance factors (KPF)…”.""";;;;;;;
Key Performance Indicators (KPI),Métricas usadas tanto na definição de metas de sustentabilidade dos Product-Service Systems (PSS) quanto na avaliação do desempenho de parceiros.,1) “…key performance indicators (KPI).”  2) “Goals are set using KPIs measured using specific assessment techniques…”.;;;;;;;
Confidence Values,Valores inseridos no sistema TrustSEv para avaliar e monitorar a confiança nos serviços prestados pelos parceiros.,“…entering confidence values and confidence level… evaluate the sustainable trust value and trust level…”.;;;;;;;
Confidence Level,Nível de confiança calculado pelo TrustSEv para indicar o grau de confiança em cada parceiro.,“…entering confidence values and confidence level…”.;;;;;;;
Sustainable Trust Value,Valor calculado no TrustSEv que representa a sustentabilidade da confiança ao longo do tempo.,“…evaluate the sustainable trust value and trust level…”.;;;;;;;
"Trust Level,""Indicador que expressa o nível de confiança global em um parceiro ou VO, usado para decisões de continuidade ou ajuste."",“…evaluate the sustainable trust value and trust level…”.";;;;;;;
Target Goals,Metas futuras previstas no TrustSEv contra as quais o desempenho/confiança será comparado em períodos subsequentes.,“…forecasting target goals for the next evaluation period…”.;;;;;;;
"Life Cycle Assessment (LCA),Técnica de avaliação usada para medir o impacto ambiental (pilar ecológico) e servir de base para KPIs de sustentabilidade.,""“Goals are set using KPIs measured using specific assessment techniques (i.e., Life Cycle Assessment LCA…)”.""";;;;;;;
"Life Cycle Cost Assessment (LCCA),Método associado aos KPIs para quantificar o custo ao longo do ciclo de vida e compor a avaliação econômica da sustentabilidade.,""“…specific assessment techniques (i.e., … Life Cycle Cost Assessment LCCA …)”.""";;;;;;;
"Social Life Cycle Assessment (SLCA),Ferramenta de avaliação social integrada aos KPIs para medir impactos sociais e sustentar a análise de sustentabilidade.,""“…specific assessment techniques (i.e., … SLCA Social Life Cycle Assessment) …”.""";;;;;;;
"Sustainability Assessment (SA),""Valor único resultante da normalização das avaliações LCA, LCCA e SLCA, utilizado para otimizar a sustentabilidade dentro do VO."",“Sustainability Assessment (SA) unique allows the analysis and optimization of sustainability within the VO”.";;;;;;;
"Score,""Pontuação calculada por ferramenta de seleção que avalia membros da VO com base em critérios, facilitando comparação e decisão."",""“Finally, a calculation tool is proposed for a faster member evaluation based on the criteria and score obtained.”""";;;;;;;
Lage et al. 2018 - Applying an open source software assessment model to select BI tools in public organizations.pdf;;;;;;;
Medidor de performance,Como é usado no texto,Evidência literal do texto;;;;;;;
"Número de usuários,Apontado como possível indicador de qualidade/reputação de um projeto OSS,""“tais como: o número de usuários, a longevidade do projeto, a documentação, etc.”""";;;;;;;
"Longevidade do projeto,Indicador sugerido para avaliar qualidade/maturidade de projetos OSS,""“o número de usuários, a longevidade do projeto, a documentação, etc.”""";;;;;;;
Número de downloads,Apresentado como métrica que pode indicar adoção/ popularidade de um projeto,“número de downloads … existem muitos outros que podem ter diferentes interpretações.”;;;;;;;
Número de bugs reportados,Mencionado como métrica auxiliar para julgar robustez e atividade do projeto,“número de downloads e número de bugs reportados”;;;;;;;
Qualidade do código,Listada como característica avaliada por modelos de seleção,“vários indicadores para a qualidade do código”;;;;;;;
"Funcionalidade,Indicador geral citado nos modelos e detalhado depois como critérios funcionais,""“para a funcionalidade, a usabilidade, a capacidade de teste, a documentação.”""";;;;;;;
"Usabilidade,Mencionada como métrica de avaliação no Open-BRR e em discussões gerais,""“para a funcionalidade, a usabilidade, a capacidade de teste…”  /  “segurança, suporte e usabilidade”""";;;;;;;
"Capacidade de teste,Apontada como possível métrica para avaliação de projetos OSS,""“a capacidade de teste, a documentação.”""";;;;;;;
"Adoção,Categoria de avaliação do modelo Open-BRR,""“agrupá-los em doze categorias (adoção, arquitetura, comunidade …)”""";;;;;;;
"Arquitetura,Categoria de avaliação do modelo Open-BRR,""“adoção, arquitetura, comunidade…”""";;;;;;;
Desempenho,Categoria do modelo Open-BRR;" mede performance de execução,""“adoção, arquitetura, comunidade, desempenho, documentação…”""";;;;;;
Escalabilidade,Categoria do modelo Open-BRR;" mede capacidade de crescer,""“documentação, escalabilidade, funcionalidade…”""";;;;;;
